x,        y,         z,    speed,    acceleration,      cur,  cur_ch_r, time,    theta,          gear, s,          throttle, brake, steering
215765.646829, 2546143.43601, 27.8457608391, 9.4957742691, -0.256709605455, -0.00754934583179, -0.0795021618864, 1580910325.4278, -1.35807535259, 1, 9.21150347321, 0.0, 0.0, -4.19596576691
215765.828498, 2546142.60274, 27.8458012664, 9.46165275574, -0.471053183079, -0.0254513151896, -0.189205520642, 1580910325.5276, -1.36975266674, 1, 9.30612000076, 0.0, 0.0, -14.1234207153
215766.037878, 2546141.58741, 27.8459564634, 9.39249420166, -0.845405578613, -0.0455987652474, -0.214505855688, 1580910325.6277, -1.40568075305, 1, 9.40004494278, 0.0, 0.0, -25.2066726685
215766.198864, 2546140.66776, 27.846182415, 9.30348777771, -0.579393088818, -0.0485743356027, -0.0319833854407, 1580910325.7277, -1.46058726343, 1, 9.49307982056, 0.0, 0.0, -26.831495285
215766.31426, 2546139.74592, 27.8461327075, 9.30348777771, -0.160233110189, -0.0485743356027, 0.0, 1580910325.8278, -1.51366632478, 1, 9.58611469833, 0.0, 0.0, -26.831495285
215766.386808, 2546138.72842, 27.845988343, 9.27856063843, -0.142941236496, -0.0254619370521, 0.249094654346, 1580910325.9280, -1.55094625951, 1, 9.67890030472, 0.0, 0.0, -14.1292943954
215766.414907, 2546137.89613, 27.845942629, 9.25973033905, -0.372066736221, -0.0098694285268, 0.168390524933, 1580910326.0277, -1.56882166488, 1, 9.77149760811, 0.0, 0.0, -5.48487997055
215766.423948, 2546136.97495, 27.8460356719, 9.2269449234, -0.506212592125, -0.027483346316, -0.190896531142, 1580910326.1280, -1.59780374796, 1, 9.86376705734, 0.0, 0.0, -15.2466144562
215766.40759, 2546136.0569, 27.846034525, 9.18457889557, -0.140889838338, -0.0202651469536, 0.0785904225381, 1580910326.2276, -1.62634693843, 1, 9.9556128463, 0.0, 0.0, -11.2527112961
215766.370926, 2546135.23269, 27.8459816072, 9.16802787781, -0.191342025995, -0.00438461167723, 0.173216481102, 1580910326.3279, -1.63831097229, 1, 10.0472931251, 0.0, 0.0, -2.43723917007
215766.309044, 2546134.22862, 27.8459495846, 9.14587783813, -0.275685161352, -0.0081560413401, -0.0412363879073, 1580910326.4279, -1.64675581696, 1, 10.1387519035, 0.0, 0.0, -4.53305339813
215766.242658, 2546133.32047, 27.8460216098, 9.10630702972, -0.622691035271, -0.0275120084457, -0.212555617139, 1580910326.5276, -1.66960370998, 1, 10.2298149738, 0.0, 0.0, -15.2624502182
215766.158252, 2546132.42053, 27.8462144108, 9.04277515411, -0.981005311012, -0.0467980796732, -0.21327602311, 1580910326.6279, -1.7131816468, 1, 10.3202427253, 0.0, 0.0, -25.8619995117
215766.039465, 2546131.53495, 27.8465391945, 8.94267368317, -1.5407037735, -0.0656386866951, -0.210682036374, 1580910326.7281, -1.77742610293, 1, 10.4096694621, 0.0, 0.0, -36.0710372925
215765.889089, 2546130.75824, 27.8469767966, 8.77984714508, -1.72524380684, -0.0865101657114, -0.237720300495, 1580910326.8277, -1.85258534007, 1, 10.4974679336, 0.0, 0.0, -47.1498374939
215765.686779, 2546130.00976, 27.8475634437, 8.56615924835, -2.05808544159, -0.10336821149, -0.196798183296, 1580910326.9279, -1.94167128123, 1, 10.5831295261, 0.0, 0.0, -55.8806533813
215765.323158, 2546129.06299, 27.8479301685, 8.45875358582, -0.336023628712, -0.0832887061906, 0.237381371807, 1580910327.0276, -2.06444839093, 1, 10.6677170619, 0.0, 0.0, -45.4581108093
215764.980325, 2546128.39289, 27.8480545131, 8.33724117279, -1.68463397026, -0.0953871508575, -0.145113286471, 1580910327.1281, -2.14895657278, 1, 10.7510894736, 0.0, 0.0, -51.7736320496
215764.494157, 2546127.63599, 27.8487261864, 8.14701366425, -1.06517612934, -0.10065148308, -0.0646167103673, 1580910327.2278, -2.26238685485, 1, 10.8325596103, 0.0, 0.0, -54.4881515503
215764.040933, 2546127.06878, 27.8488399964, 8.08426094055, -0.413899511099, -0.0829770406727, 0.218627807016, 1580910327.3276, -2.35217909725, 1, 10.9134022197, 0.0, 0.0, -45.2940673828
215763.423668, 2546126.43562, 27.8485082919, 8.04462242126, -0.573639571667, -0.0722858876488, 0.132898133238, 1580910327.4278, -2.44396221844, 1, 10.9938484439, 0.0, 0.0, -39.6286392212
215762.880397, 2546125.96628, 27.8484356806, 8.04462242126, -1.01147377491, -0.0722858876488, 0.0, 1580910327.5288, -2.51423490231, 1, 11.0742946681, 0.0, 0.0, -39.6286392212
215762.244659, 2546125.4963, 27.8483048817, 7.94098806381, -0.110313981771, -0.0796065952984, -0.0921888761296, 1580910327.6278, -2.59154082787, 1, 11.1537045488, 0.0, 0.0, -43.5159225464
215761.643839, 2546125.11589, 27.8479092608, 7.91823959351, -0.0124568464234, -0.056335720977, 0.293889494586, 1580910327.7279, -2.64695690243, 1, 11.2328869447, 0.0, 0.0, -31.0515079498
215760.953722, 2546124.73452, 27.8475631827, 7.90597677231, -0.876742959023, -0.0438725569507, 0.157642305122, 1580910327.8278, -2.69775026465, 1, 11.3119467124, 0.0, 0.0, -24.2624397278
215760.10985, 2546124.33282, 27.8476509654, 7.82778644562, -1.11995184422, -0.0663092350164, -0.286628642996, 1580910327.9278, -2.7740597728, 1, 11.3902245769, 0.0, 0.0, -36.431060791
215759.326653, 2546124.03022, 27.8480760888, 7.70524787903, -1.64012610912, -0.0869115093221, -0.26737977323, 1580910328.0278, -2.86453147825, 1, 11.4672770557, 0.0, 0.0, -47.3600997925
215758.683181, 2546123.84146, 27.8486235412, 7.54882526398, -1.84823787212, -0.106831202506, -0.263878053707, 1580910328.1281, -2.95274944139, 1, 11.5427653083, 0.0, 0.0, -57.6471939087
215757.972877, 2546123.70454, 27.8494849287, 7.33635282516, -2.78580451012, -0.128790336094, -0.299319486278, 1580910328.2278, -3.06396714917, 1, 11.6161288366, 0.0, 0.0, -68.6154403687
215757.416216, 2546123.65554, 27.8503830875, 7.08999013901, -2.58358764648, -0.149026237695, -0.285415088092, 1580910328.3279, 3.12107876325, 1, 11.6870287379, 0.0, 0.0, -78.3391799927
215756.603307, 2546123.68594, 27.8511612937, 6.89492750168, -1.85045206547, -0.135914334532, 0.190167382617, 1580910328.4277, 2.97261970309, 1, 11.755978013, 0.0, 0.0, -72.0822753906
215755.956121, 2546123.80079, 27.8518600692, 6.68516016006, -2.74941945076, -0.158696539753, -0.340787724985, 1580910328.5277, 2.84869378574, 1, 11.8228296146, 0.0, 0.0, -82.8477706909
215755.353434, 2546123.99026, 27.8526958907, 6.43993902206, -1.22628223896, -0.16289613351, -0.0652117006444, 1580910328.6279, 2.72014091123, 1, 11.8872290048, 0.0, 0.0, -84.7770996094
215754.78902, 2546124.25154, 27.8525553118, 6.35211372375, 0.0497135929763, -0.136065661263, 0.422386522243, 1580910328.7278, 2.60061319731, 1, 11.950750142, 0.0, 0.0, -72.1554107666
215754.310621, 2546124.54149, 27.8518548473, 6.32105779648, -0.0523459762335, -0.118127884042, 0.283778092191, 1580910328.8277, 2.5060194815, 1, 12.01396072, 0.0, 0.0, -63.3414497375
215753.76407, 2546124.95432, 27.8507612734, 6.30745267868, 0.231375038624, -0.094863858132, 0.368833934953, 1580910328.9277, 2.40679867835, 1, 12.0770352468, 0.0, 0.0, -51.5026550293
215753.301574, 2546125.37508, 27.8497211423, 6.30597639084, 0.158140942454, -0.075989037128, 0.29931639185, 1580910329.0277, 2.33290722632, 1, 12.1400950107, 0.0, 0.0, -41.5991973877
215752.868805, 2546125.82941, 27.8487851955, 6.30716657639, 0.232301741838, -0.0557566907503, 0.320783447411, 1580910329.1277, 2.27414160054, 1, 12.2031666764, 0.0, 0.0, -30.7376384735
215752.541297, 2546126.21135, 27.8481579983, 6.30658435822, 0.091164059937, -0.0396165963691, 0.255924498341, 1580910329.2299, 2.23748285834, 1, 12.26623252, 0.0, 0.0, -21.9296360016
215752.113131, 2546126.75586, 27.8474860033, 6.30658435822, 0.0218604970723, -0.0396165963691, 0.0, 1580910329.3277, 2.2017749581, 1, 12.3292983636, 0.0, 0.0, -21.9296360016
215751.740354, 2546127.26362, 27.8470543402, 6.30270624161, -0.071043074131, -0.0173415572177, 0.353420234062, 1580910329.4281, 2.1852086679, 1, 12.392325426, 0.0, 0.0, -9.63217735291
215751.376722, 2546127.77687, 27.8467820762, 6.29145526886, -0.119282200933, -0.0, 0.275636660783, 1580910329.5283, 2.18108270353, 1, 12.4552399787, 0.0, 0.0, -0.0
215750.980794, 2546128.34255, 27.8466053552, 6.2777929306, -0.12058211863, -0.0, 0.0, 1580910329.6277, 2.18052480112, 1, 12.518017908, 0.0, 0.0, -0.0
215750.622161, 2546128.85609, 27.8465162907, 6.26423692703, -0.145224705338, -0.0, 0.0, 1580910329.7278, 2.17984268336, 1, 12.5806602773, 0.0, 0.0, -0.0
215750.371981, 2546129.21494, 27.8464947108, 6.24817085266, -0.27535405755, -0.0171595002751, -0.274632379296, 1580910329.8277, 2.17460936627, 1, 12.6431419858, 0.0, 0.0, -9.53121757507
215749.915243, 2546129.88204, 27.8465534153, 6.21365642548, -0.244100257754, -0.0363681510092, -0.309136029075, 1580910329.9277, 2.14755144651, 1, 12.7052785501, 0.0, 0.0, -20.1447925568
215749.610316, 2546130.34899, 27.8465329392, 6.19959592819, -0.0476452223957, -0.0209159944972, 0.249244574824, 1580910330.0278, 2.12616273481, 1, 12.7672745094, 0.0, 0.0, -11.6132698059
215749.250516, 2546130.92728, 27.8464738214, 6.18861246109, -0.106888599694, -0.00176159774532, 0.30951036072, 1580910330.1277, 2.11276739301, 1, 12.829160634, 0.0, 0.0, -0.979248046875
215748.994581, 2546131.35038, 27.8464606937, 6.17267894745, -0.212024778128, -0.0138266688395, -0.195459235721, 1580910330.2280, 2.10801435022, 1, 12.8908874234, 0.0, 0.0, -7.68214559555
215748.647645, 2546131.93336, 27.846456582, 6.15945291519, -0.117743238807, -0.0, 0.224478846253, 1580910330.3279, 2.09962621067, 1, 12.9524819526, 0.0, 0.0, -0.0
215748.367557, 2546132.41137, 27.8464494736, 6.15945291519, -0.130193591118, -0.0, 0.0, 1580910330.4277, 2.09802533678, 1, 13.0140764817, 0.0, 0.0, -0.0
215747.997413, 2546133.04827, 27.8464718414, 6.14503860474, -0.295812010765, -0.00956524299609, -0.155657980549, 1580910330.5277, 2.08839380366, 1, 13.0755268678, 0.0, 0.0, -5.31591558456
215747.785298, 2546133.41968, 27.8465274039, 6.11838960648, -0.393290817738, -0.0300145841187, -0.334227508182, 1580910330.6281, 2.07376351951, 1, 13.1367107639, 0.0, 0.0, -16.644317627
215747.408221, 2546134.11399, 27.8465926449, 6.08391666412, -0.0155281526968, -0.0402730064348, -0.168615431185, 1580910330.7276, 2.03582172503, 1, 13.1975499305, 0.0, 0.0, -22.2898597717
215747.188642, 2546134.5474, 27.8465386007, 6.07686567307, -0.0916267484426, -0.0195154308568, 0.341583584281, 1580910330.8279, 2.01996673807, 1, 13.2583185872, 0.0, 0.0, -10.8372859955
215746.899356, 2546135.14765, 27.846554985, 6.06263589859, -0.371313661337, -0.0281659984451, -0.142686576152, 1580910330.9281, 1.99837364903, 1, 13.3189449462, 0.0, 0.0, -15.6237230301
215746.625575, 2546135.75171, 27.8465890035, 6.03456640244, -0.0296427141875, -0.0311778410789, -0.0499098432759, 1580910331.0278, 1.96977566636, 1, 13.3792906102, 0.0, 0.0, -17.2860813141
215746.38704, 2546136.31577, 27.8458101908, 6.05676603317, 5.45662927628, -0.0129780420699, 0.30048707362, 1580910331.1280, 1.95390515072, 1, 13.4398582706, 100.0, 0.0, -7.21108913422
215746.163903, 2546136.86644, 27.8436092576, 6.65016841888, 5.48241996765, -0.0, 0.195153584878, 1580910331.2281, 1.94997771311, 1, 13.5063599548, 100.0, 0.0, -0.0
215745.927092, 2546137.45964, 27.8415992241, 7.25763320923, 5.53046417236, -0.0, 0.0, 1580910331.3277, 1.94930249745, 1, 13.5789362869, 100.0, 0.0, -0.0
215745.586559, 2546138.31606, 27.8398097865, 7.81669187546, 5.58682870865, -0.0, 0.0, 1580910331.4278, 1.94921251914, 1, 13.6571032056, 100.0, 0.0, -0.0
215745.343073, 2546138.92879, 27.8390824031, 8.43782234192, 5.62115335464, -0.0, 0.0, 1580910331.5278, 1.94925145743, 1, 13.741481429, 100.0, 0.0, -0.0
215744.991111, 2546139.8144, 27.8393103583, 8.70998859406, -0.223964512348, -0.0, 0.0, 1580910331.6277, 1.94932260378, 1, 13.828581315, 0.0, 0.0, -0.0
215744.701976, 2546140.54161, 27.8411930762, 8.69020652771, -0.212233364582, -0.0, 0.0, 1580910331.7277, 1.94933690629, 1, 13.9154833802, 0.0, 0.0, -0.0
215744.317196, 2546141.50917, 27.8434281154, 8.67037773132, -0.197528377175, -0.0, 0.0, 1580910331.8277, 1.9493381227, 1, 14.0021871576, 0.0, 0.0, -0.0
215743.997187, 2546142.31381, 27.844595341, 8.67037773132, -0.187757536769, -0.0, 0.0, 1580910331.9275, 1.94933678524, 1, 14.0888909349, 0.0, 0.0, -0.0
215743.70814, 2546143.04058, 27.8448693394, 8.64879798889, 5.47332382202, -0.0, 0.0, 1580910332.0279, 1.94933914495, 1, 14.1753789148, 0.0, 0.0, -0.0
215743.337808, 2546143.97191, 27.843126636, 9.04854869843, -0.138188451529, -0.0, 0.0, 1580910332.1277, 1.94939642765, 1, 14.2658644017, 100.0, 0.0, -0.0
215742.997779, 2546144.82684, 27.8434343757, 9.20649623871, -0.208683669567, -0.0, 0.0, 1580910332.2277, 1.94942051407, 1, 14.3579293641, 0.0, 0.0, -0.0
215742.692366, 2546145.59462, 27.8441824322, 9.18727493286, -0.24667391181, -0.0, 0.0, 1580910332.3279, 1.94868183521, 1, 14.4498021135, 0.0, 0.0, -0.0
215742.320554, 2546146.53127, 27.8449302549, 9.1669549942, -0.196995720267, -0.00296257167002, -0.0323179471471, 1580910332.4277, 1.94546644435, 1, 14.5414716634, 0.0, 0.0, -1.64682769775
215742.0186, 2546147.29671, 27.8453209763, 9.14580726624, -0.193555861712, -0.0, 0.0323926755045, 1580910332.5279, 1.94479239595, 1, 14.6329297361, 0.0, 0.0, -0.0
215741.684775, 2546148.14597, 27.8455772232, 9.12473869324, -0.191384613514, -0.0, 0.0, 1580910332.6279, 1.94459642283, 1, 14.724177123, 0.0, 0.0, -0.0
215741.352076, 2546148.99364, 27.8457155153, 9.10373401642, -0.189863920212, -0.0, 0.0, 1580910332.7277, 1.9445482662, 1, 14.8152144632, 0.0, 0.0, -0.0
215740.987079, 2546149.92412, 27.8457926111, 9.0827922821, -0.18909689784, -0.0, 0.0, 1580910332.8278, 1.94453441458, 1, 14.906042386, 0.0, 0.0, -0.0
215740.656042, 2546150.76818, 27.8458277192, 9.06380271912, -0.188400864601, -0.0, 0.0, 1580910332.9279, 1.94452968557, 1, 14.9966804132, 0.0, 0.0, -0.0
215740.325711, 2546151.61049, 27.8458464276, 9.04295825958, -0.187604904175, -0.0, 0.0, 1580910333.0290, 1.94452680173, 1, 15.0871099958, 0.0, 0.0, -0.0
215740.029008, 2546152.36706, 27.8458565352, 9.02217388153, -0.187172070146, -0.0, 0.0, 1580910333.1280, 1.94452489121, 1, 15.1773317346, 0.0, 0.0, -0.0
215739.667131, 2546153.28984, 27.8458647714, 9.00333690643, -0.186291590333, -0.0, 0.0, 1580910333.2280, 1.94452254388, 1, 15.2673651036, 0.0, 0.0, -0.0
215739.371668, 2546154.04326, 27.8458697503, 8.98081302643, -0.186092153192, -0.0, 0.0, 1580910333.3306, 1.94452063211, 1, 15.3571732339, 0.0, 0.0, -0.0
215739.011302, 2546154.96219, 27.8458753866, 8.98081302643, -0.185612902045, -0.0, 0.0, 1580910333.4278, 1.94451774521, 1, 15.4469813642, 0.0, 0.0, -0.0
215738.749737, 2546155.62918, 27.8458789722, 8.96020126343, -0.185327172279, -0.0, 0.0, 1580910333.5281, 1.94451633417, 1, 15.5365833768, 0.0, 0.0, -0.0
215738.325628, 2546156.71067, 27.8458848512, 8.94151496887, -0.18437603116, -0.0, 0.0, 1580910333.6280, 1.94451344705, 1, 15.6259985265, 0.0, 0.0, -0.0
215738.032688, 2546157.45767, 27.8458889029, 8.92104053497, -0.184282556176, -0.0, 0.0, 1580910333.7280, 1.94451153482, 1, 15.7152089318, 0.0, 0.0, -0.0
215737.740298, 2546158.20328, 27.8458927516, 8.90060138702, -0.183999091387, -0.0, 0.0, 1580910333.8280, 1.94450962258, 1, 15.8042149457, 0.0, 0.0, -0.0
215737.383679, 2546159.11267, 27.8458976815, 8.88205623627, -0.183334678411, -0.0, 0.0, 1580910333.9279, 1.94450777523, 1, 15.8930355081, 0.0, 0.0, -0.0
215737.092508, 2546159.85518, 27.8459015703, 8.86357021332, -0.182669609785, -0.0, 0.0, 1580910334.0283, 1.94450536187, 1, 15.9816712102, 0.0, 0.0, -0.0
215736.70159, 2546160.85209, 27.8451905479, 8.84330558777, 5.56844568253, -0.0, 0.0, 1580910334.1279, 1.94451302091, 1, 16.0701042661, 0.0, 0.0, -0.0
215736.39208, 2546161.64155, 27.8429368041, 9.35978031158, 4.30656909943, -0.0, 0.0, 1580910334.2279, 1.94456563766, 1, 16.1637020692, 100.0, 0.0, -0.0
215736.040175, 2546162.53904, 27.8424523394, 9.63886547089, -0.224817335606, -0.0, 0.0, 1580910334.3279, 1.9446221131, 1, 16.2600907239, 0.0, 0.0, -0.0
215735.653943, 2546163.52377, 27.843501973, 9.61860084534, -0.218961000443, -0.0, 0.0, 1580910334.4278, 1.94463441223, 1, 16.3562767324, 0.0, 0.0, -0.0
215735.367202, 2546164.25482, 27.843101548, 9.83950233459, 5.68035507202, -0.0, 0.0, 1580910334.5279, 1.94465418213, 1, 16.4546717557, 100.0, 0.0, -0.0
215734.993287, 2546165.20822, 27.8418289404, 10.2982234955, -0.234032317996, -0.0, 0.0, 1580910334.6279, 1.94472256716, 1, 16.5576539907, 0.0, 0.0, -0.0
215734.580349, 2546166.2608, 27.8427169053, 10.2745933533, -0.239650934935, -0.0, 0.0, 1580910334.7279, 1.94475200663, 1, 16.6603999242, 0.0, 0.0, -0.0
215734.280609, 2546167.02468, 27.8435996748, 10.2525835037, -0.232294157147, -0.0, 0.0, 1580910334.8281, 1.94475645411, 1, 16.7629257592, 0.0, 0.0, -0.0
215733.831899, 2546168.16814, 27.8445746675, 10.2284030914, -0.225245639682, -0.0, 0.0, 1580910334.9283, 1.94475575236, 1, 16.8652097902, 0.0, 0.0, -0.0
215733.458813, 2546169.11885, 27.8450470231, 10.20429039, -0.221047416329, -0.0, 0.0, 1580910335.0279, 1.94475378353, 1, 16.9672526941, 0.0, 0.0, -0.0
215733.049615, 2546170.16203, 27.8453505035, 10.1707620621, -0.387433201075, -0.0201109395164, -0.197732867938, 1580910335.1281, 1.93727838563, 1, 17.0689603147, 0.0, 0.0, -11.1672716141
215732.719402, 2546171.0145, 27.8454793156, 10.1475553513, -0.200270280242, -0.0010466892545, 0.187870374706, 1580910335.2276, 1.92298939638, 1, 17.1704358682, 0.0, 0.0, -0.58184337616
215732.363723, 2546171.96387, 27.8455331218, 10.1475553513, -0.216870993376, -0.0010466892545, 0.0, 1580910335.3278, 1.91603889841, 1, 17.2719114217, 0.0, 0.0, -0.58184337616
215732.017336, 2546172.91431, 27.8455618341, 10.1235961914, -0.214808776975, -0.0, 0.0103391051432, 1580910335.4278, 1.91423929108, 1, 17.3731473836, 0.0, 0.0, -0.0
215731.675594, 2546173.86413, 27.8455788721, 10.0996990204, -0.213987365365, -0.0, 0.0, 1580910335.5277, 1.91376292498, 1, 17.4741443738, 0.0, 0.0, -0.0
215731.403904, 2546174.62295, 27.8455884927, 10.0759458542, -0.213493660092, -0.0, 0.0, 1580910335.6281, 1.91364733204, 1, 17.5749038324, 0.0, 0.0, -0.0
215730.998002, 2546175.75902, 27.8455997845, 10.052280426, -0.212819829583, -0.0, 0.0, 1580910335.7278, 1.91359604438, 1, 17.6754266366, 0.0, 0.0, -0.0
215730.660804, 2546176.70361, 27.8456075848, 10.0308256149, -0.212439507246, -0.0, 0.0, 1580910335.8278, 1.91358474322, 1, 17.7757348928, 0.0, 0.0, -0.0
215730.3244, 2546177.64622, 27.8456143537, 10.0072908401, -0.211869880557, -0.0, 0.0, 1580910335.9277, 1.9135790598, 1, 17.8758078012, 0.0, 0.0, -0.0
215729.98876, 2546178.58676, 27.8456251048, 9.98323822021, -0.299860686064, -0.00788758382559, -0.0790082701785, 1580910336.0280, 1.91150041454, 1, 17.9756401834, 0.0, 0.0, -4.38389825821
215729.688573, 2546179.43151, 27.8456433527, 9.95676517487, -0.199411377311, -0.0052826221524, 0.0261627308412, 1580910336.1277, 1.90198105123, 1, 18.0752078351, 0.0, 0.0, -2.93634009361
215729.29718, 2546180.55811, 27.845643681, 9.93340110779, -0.251229524612, -0.0037745136985, 0.0151821962844, 1580910336.2280, 1.89570157373, 1, 18.1745418462, 0.0, 0.0, -2.09813714027
215729.010173, 2546181.40236, 27.8456837009, 9.89683246613, -0.390241265297, -0.0218763892222, -0.18290574874, 1580910336.3280, 1.88263029734, 1, 18.2735101709, 0.0, 0.0, -12.1451663971
215728.702307, 2546182.34113, 27.8456901363, 9.87245178223, -0.191006690264, -0.00469786265551, 0.174004664147, 1580910336.4279, 1.86310976385, 1, 18.3722346887, 0.0, 0.0, -2.61134338379
215728.410679, 2546183.28297, 27.8456709171, 9.84947872162, -0.209487169981, -0.0, 0.0476965612932, 1580910336.5276, 1.8557405771, 1, 18.4707294759, 0.0, 0.0, -0.0
215728.185476, 2546184.03709, 27.8456790531, 9.8198595047, -0.368946075439, -0.0180158228064, -0.183463142195, 1580910336.6281, 1.85039716304, 1, 18.5689280709, 0.0, 0.0, -10.0060462952
215727.85915, 2546185.16645, 27.8457926055, 9.75937747955, -0.718172550201, -0.038948869104, -0.214491614259, 1580910336.7278, 1.82197609069, 1, 18.6665218457, 0.0, 0.0, -21.5630474091
215727.610832, 2546186.10568, 27.8460157802, 9.75937747955, -0.911207199097, -0.038948869104, 0.0, 1580910336.8280, 1.77379467285, 1, 18.7641156205, 0.0, 0.0, -21.5630474091
215727.405683, 2546187.04313, 27.846369267, 9.65240859985, -1.72396028042, -0.0599900232716, -0.217988639312, 1580910336.9278, 1.70366639638, 1, 18.8606397065, 0.0, 0.0, -33.0285606384
215727.265543, 2546187.97451, 27.8469204144, 9.50407600403, -2.01610183716, -0.0779270050179, -0.188729359264, 1580910337.0280, 1.61249267228, 1, 18.9556804666, 0.0, 0.0, -42.6270484924
215727.210748, 2546188.89069, 27.8477169424, 9.27253246307, -2.97285079956, -0.098728941874, -0.224339326273, 1580910337.1283, 1.50276671405, 1, 19.0484057912, 0.0, 0.0, -53.499256134
215727.244608, 2546189.69124, 27.8486242821, 9.00057220459, -2.07248210907, -0.118794614766, -0.222937747019, 1580910337.2280, 1.39100710757, 1, 19.1384115133, 0.0, 0.0, -63.674156189
215727.401228, 2546190.63697, 27.8490588542, 8.76883506775, -1.917293787, -0.102397838876, 0.186989215369, 1580910337.3281, 1.25861633275, 1, 19.2260998639, 0.0, 0.0, -55.3839378357
215727.59049, 2546191.29403, 27.8494420629, 8.57883262634, -1.24143314362, -0.111455652049, -0.10558328351, 1580910337.4278, 1.16490842607, 1, 19.3118881902, 0.0, 0.0, -59.9910736084
215727.981461, 2546192.22101, 27.8498753724, 8.41765499115, -2.36929869652, -0.108566480784, 0.0343227569664, 1580910337.5277, 1.02863978356, 1, 19.3960647401, 0.0, 0.0, -58.5287628174
215728.393551, 2546192.92765, 27.8502744245, 8.23145866394, -0.757713198662, -0.107523316149, 0.0126729013426, 1580910337.6280, 0.913520973657, 1, 19.4783793267, 0.0, 0.0, -57.9990997314
215728.828125, 2546193.51477, 27.8500135271, 8.14995479584, -0.133936718106, -0.0871602621295, 0.249854809375, 1580910337.7278, 0.821681864363, 1, 19.5598788747, 0.0, 0.0, -47.4903640747
215729.37088, 2546194.11549, 27.8494012961, 8.11530303955, 0.0255586504936, -0.0642343111995, 0.282502708997, 1580910337.8280, 0.737515791767, 1, 19.6410319051, 0.0, 0.0, -35.3162117004
215730.02369, 2546194.72028, 27.8486032439, 8.09870529175, -0.0431790091097, -0.045458074342, 0.231842451122, 1580910337.9279, 0.66736079977, 1, 19.722018958, 0.0, 0.0, -25.1297588348
215730.653137, 2546195.22825, 27.8479112608, 8.08889198303, -0.0128188766539, -0.0230024467817, 0.277610674087, 1580910338.0280, 0.623290324751, 1, 19.8029078778, 0.0, 0.0, -12.7685813904
215731.239, 2546195.65967, 27.8473735428, 8.08889198303, -0.0893949195743, -0.0230024467817, 0.0, 1580910338.1280, 0.599095590424, 1, 19.8837967977, 0.0, 0.0, -12.7685813904
215731.835604, 2546196.07448, 27.8469456607, 8.07583427429, -0.15461602807, -0.00368608410067, 0.239187209952, 1580910338.2279, 0.589425722122, 1, 19.9645551404, 0.0, 0.0, -2.04898548126
215732.570447, 2546196.56922, 27.8466137827, 8.05909729004, -0.32402870059, -0.00895969905793, -0.0654367948106, 1580910338.3282, 0.5789447579, 1, 20.0451461133, 0.0, 0.0, -4.97953367233
215733.240568, 2546197.0086, 27.8465295008, 8.02820205688, -0.718294024467, -0.0284075573141, -0.24224425492, 1580910338.4279, 0.553375649757, 1, 20.1254281339, 0.0, 0.0, -15.7571363449
215733.779863, 2546197.34657, 27.8466046243, 7.96961116791, -0.783893764019, -0.0469043373278, -0.232091373393, 1580910338.5280, 0.519289358918, 1, 20.2051242456, 0.0, 0.0, -25.9200325012
215734.599716, 2546197.8146, 27.846868688, 7.88498544693, -1.42510604858, -0.0641541360566, -0.218767667296, 1580910338.6279, 0.447858030504, 1, 20.2839741, 0.0, 0.0, -35.2730865479
215735.154727, 2546198.08974, 27.8471800382, 7.7639875412, -0.705613791943, -0.0868271219542, -0.292027592487, 1580910338.7280, 0.386705694828, 1, 20.3616139754, 0.0, 0.0, -47.3158988953
215736.007144, 2546198.43651, 27.8473510556, 7.69595050812, -1.12225532532, -0.0794916453964, 0.0953160568023, 1580910338.8279, 0.294003085596, 1, 20.4385734805, 0.0, 0.0, -43.4551467896
215736.726676, 2546198.65867, 27.8478290406, 7.52614688873, -1.67869269848, -0.0999489056335, -0.271815851319, 1580910338.9280, 0.20695427146, 1, 20.5138349494, 0.0, 0.0, -54.1270980835
215737.372813, 2546198.7996, 27.8485405562, 7.33736658096, -2.43530678749, -0.125466795787, -0.347779954449, 1580910339.0280, 0.116184414434, 1, 20.5872086152, 0.0, 0.0, -66.9823074341
215738.079742, 2546198.88223, 27.8495753473, 7.0851316452, -2.64553689957, -0.147440280821, -0.310135169456, 1580910339.1280, 0.00214359700588, 1, 20.6580599317, 0.0, 0.0, -77.5910797119
215738.76499, 2546198.88132, 27.8506774073, 6.86573457718, -1.23077058792, -0.138665073139, 0.127811635928, 1580910339.2276, -0.121744369303, 1, 20.7267172775, 0.0, 0.0, -73.4083633423
215739.564054, 2546198.77056, 27.8508941624, 6.78203487396, -1.18289649487, -0.13217118073, 0.0957513862643, 1580910339.3310, -0.261445930457, 1, 20.7945376262, 0.0, 0.0, -70.266494751
215740.137261, 2546198.61741, 27.8511798084, 6.78203487396, -2.33354878426, -0.13217118073, 0.0, 1580910339.4291, -0.363535852739, 1, 20.8623579749, 0.0, 0.0, -70.266494751
215740.792298, 2546198.35695, 27.8515738463, 6.55963087082, -0.345142006874, -0.14746763631, -0.233190798097, 1580910339.5281, -0.491490285788, 1, 20.9279542836, 0.0, 0.0, -77.6040039062
215741.296829, 2546198.08563, 27.8511981796, 6.47986221313, 0.161341100931, -0.125644869719, 0.336778250423, 1580910339.6302, -0.586370226068, 1, 20.9927529058, 0.0, 0.0, -67.07006073
